id,incorrect_form,incorrect_placement,incorrect_whitespace,incorrect_use
293909,0,0,0,0
294165,0,0,0,0
294171,0,0,1,0
294238,0,0,0,0
294274,0,0,0,0
294351,0,0,0,0
294361,0,1,0,0
294424,0,0,0,0
294431,0,0,0,0
294477,0,0,0,0
294495,0,1,0,0
294517,0,0,0,0
294746,0,0,0,0
295541,1,3,2,0
295591,0,0,0,0
295672,2,1,0,0
296382,0,0,0,0
298428,3,15,0,0
299435,0,4,2,0
300321,0,0,0,0
300857,1,5,0,0
301106,0,0,0,0
301961,0,0,0,0
302171,0,0,0,0
302217,0,0,0,0
302375,0,0,4,8
302408,0,0,0,0
303085,0,3,12,21
303128,0,0,0,0
303227,0,0,0,0
303463,0,0,0,0
304283,0,0,0,0
304404,0,0,0,0
304538,0,0,0,0
304610,0,0,0,0
304792,0,0,1,0
305377,0,0,0,0
305679,0,0,3,0
306052,0,0,0,0
306737,0,0,3,0
308130,0,0,2,0
308296,0,0,0,0
308594,3,9,46,0
308611,0,4,0,0
308789,0,0,0,0
309119,0,0,0,0
309487,0,0,5,0
309776,0,0,0,0
310025,0,0,0,0
310190,0,0,0,0
310445,0,0,5,0
310449,0,0,0,0
310542,0,0,0,0
310817,1,0,0,0
310964,0,0,3,0
311122,0,0,0,0
311169,0,0,0,0
311262,0,0,0,0
311693,0,0,0,0
311907,0,0,6,2
311919,6,2,32,0
312550,2,0,2,0
312624,0,0,0,0
312733,11,0,12,0
312947,0,0,0,0
313274,0,0,0,0
313444,1,1,0,0
313844,3,1,2,0
314505,1,0,1,0
314598,0,0,0,0
314898,0,1,0,0
314937,2,0,0,0
315123,1,2,4,0
315219,0,1,3,0
315758,0,0,0,0
315863,0,0,0,0
315865,0,0,0,0
316036,0,0,0,0
316781,1,0,0,0
317217,0,0,2,0
317232,0,0,6,7
317239,0,0,0,0
317414,1,0,0,0
317710,0,1,0,0
318223,0,0,0,0
318239,0,0,0,0
318316,0,0,1,0
318913,0,0,1,0
318964,1,8,2,0
318978,0,0,0,0
319126,6,0,9,0
319477,0,0,0,0
320005,0,0,1,0
320086,0,0,0,0
320102,0,0,0,0
320110,0,0,0,0
320442,0,0,0,0
320574,0,2,2,0
320735,0,0,9,0
320841,0,0,0,0
321134,0,0,0,0
321245,0,0,1,0
321381,1,0,3,5
321604,3,0,0,0
322169,2,0,10,0
322350,0,0,0,0
322836,0,0,0,0
322848,0,0,0,0
323727,0,0,0,0
323865,0,0,0,0
324152,0,0,0,0
324295,2,0,3,0
324441,4,2,2,0
325288,0,0,3,9
325384,0,0,15,19
325411,1,1,0,0
325469,2,1,5,0
325660,0,0,0,0
325766,0,0,0,0
325831,0,0,0,0
326213,0,0,0,0
326229,0,0,0,0
326456,0,0,0,0
326834,0,0,0,0
326974,0,0,0,0
327091,1,3,1,0
327100,0,0,10,1
327370,0,0,0,0
327571,0,0,0,0
327632,0,0,0,0
328602,0,0,0,0
328635,0,0,0,0
328738,0,0,9,0
328962,0,0,0,0
329534,0,0,0,0
329651,0,0,0,0
330243,2,7,1,8
330276,0,0,0,0
330351,0,0,0,0
330533,0,3,9,0
331079,1,0,2,2
331183,0,0,0,0
331280,0,0,0,0
331344,0,0,0,0
331390,0,0,0,0
331393,1,0,2,0
331410,0,0,0,0
332051,0,0,0,0
332468,0,0,0,0
332726,1,0,1,0
332766,0,0,0,0
332800,0,0,0,0
332878,0,0,0,0
333398,0,0,0,0
333406,0,0,0,0
333671,0,0,0,0
333739,0,0,0,0
334103,0,0,0,0
334528,0,0,8,0
334898,0,0,0,0
334917,4,2,10,0
335112,0,0,0,0
335220,1,1,3,0
335463,0,0,0,0
335472,0,0,0,0
335750,0,0,0,0
337294,0,0,1,0
337488,0,0,0,0
338159,0,0,0,0
348983,0,0,0,0
349299,0,0,0,0
349715,0,0,2,0
350050,0,0,0,0
350706,0,0,0,0
351005,0,0,0,0
351156,14,2,2,7
351273,0,0,0,0
351337,0,0,0,0
351661,0,0,4,0
351669,0,0,3,0
351733,0,6,0,0
351837,0,0,0,0
352098,1,1,0,0
352613,1,0,0,0
352881,0,0,0,1
352955,0,0,0,0
353363,0,0,0,0
353530,0,0,0,0
353762,1,15,6,11
353832,1,0,10,0
353961,2,0,0,0
353969,2,0,0,0
354590,0,0,0,0
354613,0,0,0,0
355112,0,0,0,0
355320,0,0,0,0
355882,0,0,0,0
355924,0,0,0,0
355979,0,0,0,0
357719,0,0,0,0
357789,0,0,6,0
358309,0,0,0,0
358943,0,0,0,0
359000,0,0,0,0
359144,2,0,1,0
359223,0,0,0,0
359333,1,1,5,7
361731,0,0,0,0
362283,0,0,0,0
362353,0,0,0,0
362880,0,0,2,0
363150,0,0,0,0
363282,0,0,0,0
363814,0,0,0,0
363936,0,0,0,0
364187,1,0,0,0
364605,0,0,0,0
365233,1,0,1,1
365461,0,0,0,0
366676,0,0,0,0
366900,1,16,2,0
367448,0,0,0,0
367527,1,0,0,0
367587,0,0,0,0
367974,0,0,0,0
367998,1,0,16,0
368097,0,0,0,0
368180,0,0,0,0
368333,0,0,0,0
368503,0,0,0,0
368603,0,0,0,0
369037,0,0,1,0
369363,0,0,0,0
369393,0,0,0,0
369783,0,0,0,0
369834,0,0,0,0
370014,0,0,0,0
370432,0,0,0,0
371873,0,0,0,0
371906,0,0,2,0
372072,0,0,2,0
372338,0,0,3,0
372584,0,0,5,0
372694,2,0,0,0
372896,0,2,6,0
372899,1,1,14,0
373570,0,0,0,0
374077,0,0,0,0
374098,0,0,0,0
375120,0,0,0,0
375760,2,0,2,15
375850,1,0,0,0
376240,3,0,7,4
376477,1,0,14,1
377237,0,0,1,0
378460,0,0,0,0
378920,0,0,0,0
379623,0,0,0,0
379694,0,0,0,0
379981,0,0,0,0
380399,0,0,0,0
380451,0,0,2,0
380887,0,0,0,0
380988,1,0,0,0
381307,2,1,21,0
381466,3,0,24,0
381792,0,0,0,0
382107,1,1,2,0
382996,0,0,0,0
383001,0,0,0,2
383052,0,0,0,0
383290,0,0,0,0
383766,0,0,0,0
384343,0,0,0,0
384512,0,0,0,0
384932,0,0,0,0
384961,0,0,0,0
385198,1,0,7,0
385425,1,1,6,0
385434,0,0,0,0
385801,2,2,1,0
385956,0,0,0,0
386017,0,0,0,0
386338,0,0,0,0
386628,0,0,0,1
387117,4,0,13,1
387301,2,0,2,0
388109,0,0,0,0
388610,3,4,3,2
389259,0,0,0,0
390024,0,0,0,0
391031,0,0,0,0
391607,1,0,0,0
392001,0,0,0,0
392132,0,0,0,0
392857,0,0,0,0
392886,0,0,0,0
393490,0,0,0,0
393540,0,0,0,0
393814,0,0,0,0
394850,0,0,0,0
395253,0,0,0,0
395639,0,0,0,0
395780,0,0,0,0
396011,0,0,1,0
396028,0,1,0,0
396107,1,2,16,1
396166,2,2,20,1
396437,3,0,0,7
396546,0,0,0,0
396606,0,0,0,0
396635,3,2,0,0
396686,0,1,0,0
396732,0,0,0,0
397219,1,0,9,0
398060,0,0,0,0
398192,0,0,0,0
398337,0,0,0,0
398492,0,0,0,0
398746,0,0,0,0
398760,0,0,4,0
399826,0,0,0,0
399859,0,0,0,0
400159,0,0,0,0
400501,0,0,0,0
400630,0,0,0,0
400636,0,4,0,0
400662,0,0,0,0
400725,0,0,0,0
400906,0,0,0,0
401249,0,0,0,0
401267,0,0,0,0
401314,3,2,34,0
401619,2,0,2,0
402021,1,1,3,0
402067,0,0,0,0
402419,0,0,0,0
402552,0,1,4,0
402748,0,0,0,0
402856,0,0,9,0
403614,0,0,0,0
404288,1,0,8,0
404549,0,0,0,0
404753,1,2,4,0
404937,0,0,2,0
405572,0,0,7,0
405796,0,0,0,0
405966,0,0,0,0
407122,0,0,2,1
407313,4,0,1,0
407746,0,0,0,0
408868,0,0,0,0
409550,1,0,2,0
409809,0,0,0,0
409923,0,0,1,0
410657,0,0,3,0
410673,0,0,0,0
410690,0,0,0,0
410693,2,0,9,0
410888,0,0,0,0
410904,0,0,0,0
410960,0,0,0,0
411898,0,0,0,0
412220,0,0,0,0
412276,0,1,2,0
412458,2,0,5,0
412478,0,0,0,0
412582,0,0,0,0
412714,3,0,4,4
412912,0,1,0,1
412919,0,1,3,1
413083,1,0,2,0
413160,0,0,0,0
413222,0,0,0,0
413228,1,2,1,8
413380,0,0,0,0
413427,3,3,1,8
413578,2,0,15,0
413644,0,2,2,2
413649,0,0,0,0
413707,2,2,3,2
413835,0,0,0,0
413844,0,0,0,0
413920,0,0,0,0
414264,0,0,0,0
414557,0,0,3,0
414856,0,0,0,0
415092,0,0,0,0
415133,0,0,0,0
415420,0,0,0,0
415630,0,0,0,0
415668,0,0,0,0
415707,0,0,0,0
416009,0,0,0,0
416236,0,0,0,0
416338,0,0,0,0
416420,0,0,0,0
416430,0,0,0,0
416437,0,0,1,0
416670,0,0,0,0
416683,0,0,0,0
416688,0,6,18,0
416721,0,0,0,0
416762,0,0,0,0
416944,0,0,0,0
417201,0,0,0,0
417543,0,0,0,0
417653,0,0,0,0
417807,0,0,0,0
417906,0,0,3,0
418067,1,0,2,0
418181,0,0,1,0
418245,0,0,7,0
418295,0,0,7,0
418341,0,0,0,0
418344,0,0,0,0
418347,1,32,65,10
418449,0,0,0,0
418512,0,0,0,0
418534,4,0,10,0
418576,0,0,0,0
418693,0,0,0,0
418696,0,0,0,0
418839,0,0,0,0
418934,0,0,1,0
419020,0,0,0,0
419033,0,0,0,0
419189,0,0,0,0
419273,2,0,3,0
419285,0,0,1,0
419302,0,0,0,0
419339,2,0,12,0
419356,0,0,2,0
419358,0,0,0,0
419445,0,0,0,0
419497,0,0,0,0
419671,0,0,0,0
419681,2,0,0,0
419740,0,0,0,0
419971,0,0,0,0
419992,0,0,0,0
420206,0,0,0,0
420480,0,1,1,0
420506,3,32,81,15
420508,0,0,9,0
420549,0,0,6,0
420555,0,0,0,0
420567,0,0,0,0
420648,1,0,0,0
420703,0,0,0,0
420714,0,0,0,0
420801,5,4,23,6
420875,0,0,0,0
420894,0,0,0,0
421050,0,0,0,0
421062,0,0,0,0
422147,0,0,5,0
422373,0,0,1,0
422615,0,0,0,0
422662,0,0,2,0
422778,0,0,0,0
422794,1,1,2,2
422801,0,0,0,0
422819,1,0,0,0
423039,0,0,1,0
423105,3,0,8,0
423147,0,0,0,0
423267,0,0,0,0
423286,0,0,1,0
423303,0,0,0,0
423389,1,1,0,0
423413,0,0,0,0
423588,0,0,0,0
423649,0,0,0,0
423815,0,0,2,0
423832,0,0,7,0
423837,0,0,0,0
423853,0,0,0,0
423967,0,0,0,0
424008,0,0,0,0
424187,0,0,0,0
424197,0,0,0,0
424298,0,1,2,0
424545,0,0,0,0
424601,4,0,2,0
424613,0,0,0,0
424673,0,0,0,0
424691,1,0,5,0
424765,0,0,1,0
424886,0,0,0,0
424905,0,0,0,0
424919,0,0,0,0
424944,2,0,0,0
424990,0,0,0,0
424991,11,0,0,0
425244,0,0,0,0
425294,0,0,0,0
425326,0,0,0,0
425350,0,0,0,0
425351,0,0,0,0
425427,0,0,0,0
425495,0,0,1,0
425520,1,0,6,4
425586,0,0,0,0
425664,0,0,0,0
425706,2,0,3,0
425772,0,1,1,0
425795,0,0,0,0
426031,0,0,0,0
426050,0,1,6,1
426054,0,0,0,0
426062,0,0,0,0
426080,0,0,2,0
426089,0,0,0,0
426139,0,0,0,0
426148,0,0,0,0
426153,0,0,0,0
426159,0,0,1,0
426201,3,0,1,1
426225,2,0,2,0
426271,3,0,1,0
426304,0,0,0,0
426395,0,0,1,0
426430,0,0,0,0
426604,0,0,0,0
426693,0,0,0,0
426701,0,2,11,0
426740,0,0,0,0
426803,0,0,1,0
426872,0,0,0,0
426987,0,0,0,0
426995,0,0,0,0
427193,0,0,0,0
427275,0,0,0,0
427283,0,0,7,0
427301,1,0,0,7
427311,0,0,1,0
427334,1,1,10,0
427360,0,0,0,0
427483,4,2,43,2
427619,0,0,0,0
427628,0,0,2,0
427665,0,0,0,0
427676,2,0,0,0
427697,0,1,2,0
427719,5,2,19,0
427743,0,0,0,0
427859,0,0,0,0
427918,0,0,0,0
427925,0,0,0,0
428103,0,0,0,0
428197,0,0,0,0
428200,0,0,0,0
428263,0,0,0,0
428373,0,0,0,0
428466,0,0,0,0
428469,0,0,0,0
428474,0,0,0,0
428642,0,0,0,0
428683,0,0,0,0
428739,0,0,0,0
428795,0,0,0,0
428831,0,0,0,0
428862,1,0,4,0
428885,0,0,5,0
428890,0,0,0,0
428954,0,0,2,0
428955,0,0,0,0
428994,0,0,0,0
429077,0,0,0,0
429126,0,0,0,0
429161,0,0,0,0
429355,0,0,0,0
429897,0,0,0,0
429931,0,0,0,0
430066,0,0,0,0
430188,0,0,0,0
430204,0,0,0,0
430319,1,0,1,0
430441,0,0,0,0
430593,0,0,0,0
430696,0,0,0,0
430768,0,0,0,0
430787,0,0,0,0
430816,2,4,4,0
430888,0,0,0,0
431031,3,0,3,15
431045,0,0,0,0
431088,0,0,0,0
431111,0,0,0,0
431224,0,0,0,0
431248,0,0,0,0
431282,0,4,2,5
431308,1,0,1,0
431417,0,0,0,0
431423,0,0,0,0
431608,0,0,3,0
431716,0,0,0,0
431792,0,0,0,0
431823,0,0,0,0
431862,0,0,0,0
431949,0,0,1,0
431992,0,8,15,0
432020,3,0,3,15
432048,0,0,0,0
432061,0,3,0,0
432072,2,0,7,0
432073,2,2,4,0
432091,0,0,7,4
432118,0,0,0,0
432184,0,0,0,0
432227,0,4,1,0
432253,0,0,0,0
432394,0,0,1,1
432414,0,0,0,0
432421,0,0,2,0
432606,0,0,0,0
432731,0,0,0,0
432797,0,0,0,0
432842,0,0,0,0
432900,0,0,0,0
432911,0,0,0,0
432960,1,0,0,0
432993,0,0,0,0
433012,2,0,14,0
433133,0,0,0,0
433217,0,0,0,0
433224,0,0,0,0
433337,0,0,0,0
433391,1,0,1,0
433510,0,0,1,0
433706,0,0,0,0
433756,0,0,0,0
433864,1,0,0,0
434009,0,0,0,0
434038,0,0,3,0
434432,0,0,0,0
434455,0,1,2,0
434641,5,2,1,0
434677,1,0,1,0
434718,1,0,0,0
434726,0,0,0,0
434796,0,0,0,0
434896,1,0,0,0
434990,0,0,4,0
435058,1,0,1,0
435097,0,0,12,0
435141,0,0,0,0
435156,0,0,0,0
435261,1,0,10,0
435389,1,0,0,0
435393,0,0,0,0
435464,0,0,0,0
435465,0,0,0,0
435524,0,0,0,0
435529,1,5,19,0
435734,0,0,0,0
435884,0,0,0,0
435886,0,0,0,0
436024,0,0,0,0
436170,0,0,0,0
436273,0,0,0,0
436462,0,0,0,0
436485,0,0,0,0
436514,5,1,9,13
436643,0,0,7,0
436745,0,3,4,0
436780,0,0,0,0
436936,0,0,0,0
436975,0,0,0,0
436997,0,0,0,0
437087,0,0,0,0
437114,0,0,0,0
437131,2,0,2,0
437177,0,4,9,0
437200,0,0,0,0
437238,0,0,0,0
437246,2,0,0,0
437337,0,0,0,0
437519,0,0,0,0
437845,1,0,0,0
437873,0,0,0,0
437897,0,0,0,0
438043,0,2,3,0
438097,0,0,0,0
438227,0,0,0,0
438347,0,0,3,0
438368,4,1,10,0
438548,1,0,1,3
438581,0,0,0,0
438660,1,1,9,0
438732,0,0,0,0
438771,0,0,0,0
438856,1,0,0,0
438964,1,0,1,1
438981,0,0,0,0
439030,0,0,0,0
439065,0,0,0,0
439302,0,0,0,0
439372,0,0,0,0
439374,0,0,0,0
439412,0,0,0,0
439450,0,0,0,0
439585,0,1,2,0
439591,1,0,0,0
439699,0,0,4,0
439718,0,0,1,0
439843,2,0,3,0
439886,0,0,0,0
440089,0,0,0,0
440188,0,0,0,0
440213,0,0,0,0
440344,3,1,0,0
440467,0,0,1,0
440550,1,0,0,0
440593,0,0,0,0
440632,0,0,0,0
440636,0,0,0,0
441814,0,0,1,0
441889,0,0,4,0
442123,0,0,0,0
442368,0,0,0,0
442442,0,0,0,0
442614,0,0,0,0
442796,0,0,0,0
442827,0,0,0,0
442865,0,1,0,0
442870,0,3,2,0
442882,3,0,3,0
443098,0,0,2,0
443168,0,0,6,0
443259,0,0,0,0
443333,0,0,0,0
443397,1,0,0,1
443423,0,0,1,0
443480,0,0,0,0
443508,0,0,0,0
443722,0,0,0,0
443850,0,0,0,0
443866,0,0,0,0
443998,0,0,0,0
444074,3,0,0,0
444086,1,0,1,0
444088,1,0,2,0
444125,0,0,0,1
444186,0,1,0,0
444212,0,0,0,0
444322,0,2,3,0
444350,0,0,0,0
444401,0,0,0,0
444426,0,0,2,0
444459,0,0,0,0
444732,0,0,0,0
444741,0,0,0,0
444857,0,0,0,0
444991,0,0,0,0
444998,0,1,2,0
445047,0,0,0,0
445054,1,0,1,0
445076,0,0,0,0
445113,0,0,0,0
445133,0,0,0,0
445288,0,0,0,0
445293,0,0,0,0
445367,0,0,0,0
445370,0,0,0,0
445414,0,1,4,0
445419,3,7,2,0
445452,0,0,0,0
445472,1,0,0,0
445610,0,0,0,0
445627,0,0,0,0
445788,1,0,0,0
445796,0,0,0,0
445811,2,0,3,0
445820,0,0,0,0
445830,0,0,2,0
445935,0,1,0,0
446039,0,0,1,0
446071,0,0,0,0
446112,0,0,0,0
446160,0,0,0,0
446266,0,1,0,0
