id,incorrect_form,incorrect_placement,incorrect_whitespace,incorrect_use
208506,0,0,0,0
209619,0,0,0,0
209620,0,0,0,0
210060,0,0,0,0
213222,0,0,0,0
213757,0,0,0,0
213768,0,0,0,0
214179,0,0,0,0
214209,0,0,0,0
215047,0,0,0,0
215661,0,0,0,0
216057,0,0,0,0
216468,0,0,2,0
216741,1,8,7,0
216942,0,3,8,0
217716,0,1,4,0
218133,0,0,0,0
218216,0,0,1,0
218267,0,0,0,0
218276,0,0,0,0
219120,0,0,0,0
219193,0,0,0,0
220100,0,0,0,0
221824,0,0,0,0
222096,0,0,0,0
222154,0,0,0,0
222386,0,0,0,0
223004,0,0,0,0
223756,0,0,0,0
225854,3,0,2,0
225992,0,0,2,0
227885,0,0,0,0
227900,0,0,0,0
228112,0,0,0,0
228510,0,0,0,0
229675,0,0,0,0
229925,0,0,0,0
231538,0,0,0,0
232249,0,0,0,0
232609,0,6,1,0
235725,0,0,1,0
235747,0,0,0,0
236250,0,0,0,0
236743,0,0,0,0
238327,0,0,0,0
239175,0,0,0,0
240610,0,0,0,0
240800,0,0,0,0
241648,1,2,0,0
241668,0,0,0,0
242409,0,1,0,0
242600,1,0,0,0
243543,0,0,0,0
246109,0,0,0,0
246350,0,0,0,0
246502,0,0,0,0
246513,0,0,0,0
247318,0,0,0,0
248282,0,0,0,0
250288,0,0,0,0
250368,0,0,1,0
250603,0,0,0,0
252013,0,0,0,0
252021,0,0,0,0
252854,0,0,0,0
254235,0,0,0,0
254333,0,0,0,0
254611,0,0,0,0
255494,0,0,0,0
256013,0,0,0,0
256014,0,0,0,0
256209,0,0,0,0
256442,0,0,0,0
256735,0,0,0,0
257558,0,0,0,0
257615,0,0,0,0
257929,0,0,0,0
257937,0,0,1,0
257957,0,0,0,0
258129,0,0,0,0
258914,0,0,0,0
259330,0,0,0,0
259590,0,0,0,0
259662,0,0,0,0
260032,0,0,0,0
260404,0,0,0,0
260545,0,0,0,0
260586,0,0,0,0
261308,0,1,0,0
261568,0,0,0,0
261797,0,0,0,0
262420,0,0,0,0
262617,0,1,0,0
262838,0,0,0,0
263071,0,0,0,0
264032,0,0,0,0
264145,0,0,1,0
264998,0,0,0,0
265462,1,2,10,0
266176,0,0,0,0
266389,0,0,0,0
267196,0,0,0,0
267863,0,0,0,0
270030,0,1,3,0
270405,0,0,0,0
270701,0,0,0,0
271812,0,1,0,0
272997,0,0,0,0
273523,0,0,0,0
274149,0,3,0,0
274289,0,0,0,0
274566,0,0,0,0
275206,0,0,0,0
275326,0,0,0,0
275692,0,0,0,0
275867,0,0,0,0
275955,0,0,1,0
276288,0,0,0,0
277618,0,0,0,0
278920,0,0,0,0
279084,0,0,0,0
280180,0,0,4,0
284343,0,0,2,0
285882,0,2,0,0
286431,0,0,0,0
288146,0,0,0,0
288489,0,1,0,0
289596,0,0,0,0
289625,0,0,0,0
289645,0,0,0,0
289997,0,0,0,0
290407,0,0,0,0
292398,1,0,0,0
292430,0,0,0,0
292439,2,7,0,0
292793,0,0,0,0
293908,0,0,0,0
294151,0,0,0,0
294402,0,0,0,0
294404,0,0,0,0
294521,0,0,0,0
294527,0,0,0,0
294760,0,0,0,0
294769,0,0,0,0
294801,0,0,0,0
296185,0,1,0,0
298166,0,0,0,0
298486,2,6,0,0
298713,0,0,0,0
298788,0,0,0,0
299436,0,0,0,0
300140,0,0,0,0
300538,0,0,0,0
302066,0,0,0,0
302490,0,0,0,0
303021,0,0,0,0
303233,0,0,0,0
303597,0,0,0,0
303927,5,0,0,0
304545,0,0,0,0
305599,0,0,0,0
305632,2,0,0,0
306254,0,0,0,0
306256,0,0,7,0
306382,0,0,0,0
306547,0,0,0,0
307070,0,0,0,0
307760,0,0,0,0
307868,0,0,0,0
308792,0,0,0,0
309317,0,0,0,0
310543,0,0,0,0
310722,0,0,0,0
311379,11,1,0,0
311429,0,0,0,0
311864,0,0,0,0
311902,0,0,0,0
312345,0,0,0,0
312560,0,0,0,0
313205,0,0,0,0
313261,0,0,1,0
313560,0,0,0,0
314579,0,0,0,0
314792,0,0,0,0
315136,1,3,4,0
315166,1,0,0,0
316136,0,2,3,0
316268,0,0,0,0
317055,0,1,0,0
317102,0,0,0,0
317106,0,0,0,0
317221,0,1,0,0
317709,2,0,4,0
317886,0,0,0,0
318320,0,0,3,0
318470,0,0,0,0
318919,0,0,0,0
319481,0,0,0,0
320278,0,2,0,0
321497,0,0,0,0
321507,0,0,2,0
321544,0,0,0,0
322371,0,0,0,0
322734,0,0,0,0
322821,0,0,0,0
323287,0,0,0,0
323686,0,0,0,0
323745,0,1,0,0
324224,0,0,0,0
325415,0,0,0,0
325461,0,0,0,0
325733,0,0,0,0
327167,1,0,2,0
327599,0,2,0,0
328236,0,0,0,0
328649,0,0,0,0
328965,0,0,0,0
329023,0,0,0,0
329301,0,0,0,0
330920,0,0,0,0
331211,0,0,0,0
332240,0,0,0,0
332576,0,0,0,0
332677,0,5,0,0
332819,0,0,0,0
333917,0,0,0,0
336051,0,0,4,0
336669,0,0,0,0
338195,0,0,0,0
338303,0,3,4,0
349040,0,0,0,0
349621,0,0,0,0
350147,0,0,0,0
351679,0,0,1,0
351690,0,0,0,0
351903,0,0,0,0
352358,0,0,0,0
353467,0,0,0,0
353552,0,0,0,0
353555,1,18,2,0
353648,0,0,0,0
354216,0,0,0,0
354426,0,0,0,0
354864,0,0,2,0
355332,0,1,0,0
356180,0,0,0,0
356246,0,0,0,0
356257,0,0,0,0
356497,0,0,0,0
357797,0,0,0,0
359234,0,0,0,0
360263,0,0,0,0
361049,0,0,0,0
362088,0,0,0,0
362289,0,0,0,0
362294,0,0,0,0
362350,1,0,1,0
362618,0,0,0,0
362779,0,0,0,0
362853,0,0,0,0
362883,0,1,2,0
362916,0,0,0,0
363153,0,0,0,0
363708,0,0,0,0
363838,0,0,1,0
364761,0,0,0,0
364901,0,0,0,0
365085,0,0,0,0
365375,0,0,0,0
365799,0,0,0,0
366010,0,0,0,0
366377,0,0,0,0
366508,0,0,0,0
366555,0,0,0,0
367555,0,0,0,0
367668,0,0,0,0
367999,0,0,0,0
368152,0,0,0,0
368153,0,0,0,0
368465,0,0,0,0
368627,0,0,0,0
368831,0,0,0,0
369126,0,0,0,0
369547,0,0,0,0
369737,0,0,0,0
369866,0,0,0,0
369872,0,0,0,0
371589,0,0,0,0
371893,0,0,0,0
371909,0,0,2,0
373124,0,0,0,0
373326,0,0,0,0
375024,0,0,0,0
376195,0,0,1,0
377307,0,0,0,0
377516,0,0,0,0
378014,0,0,0,0
378929,0,0,0,0
380522,0,0,0,0
380666,1,0,0,0
381807,2,0,3,0
382163,0,0,0,0
382264,0,0,0,0
382756,0,0,1,0
383013,0,0,0,0
383015,0,0,0,0
383618,0,0,0,0
384098,4,3,14,0
384110,0,0,0,0
384401,0,0,0,0
384570,0,0,0,0
384628,0,1,3,0
384648,0,1,0,0
384974,0,0,0,0
385469,0,0,0,0
385814,0,0,0,0
386032,0,0,0,0
386253,0,0,0,0
387161,0,0,0,0
387316,0,0,0,0
387348,0,0,6,0
387414,0,0,0,0
388614,0,0,0,0
390126,0,0,0,0
390814,0,0,0,0
391070,0,0,0,0
391214,0,0,0,0
391891,0,0,0,0
391902,0,1,2,0
392210,0,0,0,0
393170,0,0,0,0
393654,0,0,0,0
395790,1,0,2,1
396012,0,0,1,0
396047,0,0,0,0
396050,0,0,0,0
396109,0,0,0,0
396167,0,0,0,0
396550,0,0,0,0
396703,0,0,0,0
396722,0,0,1,0
397333,0,0,0,0
397840,0,0,0,0
397847,0,0,0,0
397943,0,0,0,0
398848,0,2,0,0
398874,1,0,0,0
398940,0,0,0,0
400117,0,0,0,0
400350,0,0,0,0
400575,0,0,0,0
400603,0,1,2,0
400834,0,0,0,0
401053,0,0,0,0
401213,0,0,0,0
401221,0,0,0,0
402220,0,0,0,0
402769,0,0,0,0
403222,0,0,0,0
403301,0,0,0,0
403303,0,0,0,0
403733,0,0,0,0
404463,0,0,0,0
404613,0,0,8,0
405416,0,0,0,0
406509,0,0,0,0
407290,0,2,0,0
408576,0,0,0,0
410397,0,0,0,0
410778,0,0,0,0
410929,1,0,0,0
411377,0,0,0,0
411382,0,0,5,0
411401,0,0,0,0
411880,0,0,0,0
412002,0,0,0,0
413022,2,1,3,0
413047,2,0,2,0
413063,0,0,0,0
413195,0,0,0,0
413224,0,0,0,0
413225,0,0,0,0
413405,2,0,0,0
413529,0,5,8,0
413739,0,0,0,0
413884,1,1,0,0
414012,0,0,0,0
414139,0,0,0,0
414195,0,0,0,0
414302,0,0,0,0
414329,0,0,0,0
414453,1,0,0,0
414705,0,0,0,0
414713,0,0,0,0
414870,0,0,0,0
414996,1,0,0,0
415291,0,0,0,0
415331,0,0,0,0
415440,0,0,0,0
415484,0,0,0,0
415637,0,0,0,0
415671,0,0,0,0
415708,0,0,0,0
415711,0,0,0,0
415713,0,0,0,0
415862,0,0,2,0
415983,0,0,0,0
416316,0,0,0,0
416442,0,0,0,0
416476,0,0,0,0
416496,0,0,0,0
416621,0,0,0,0
416692,0,0,0,0
416772,0,0,0,0
416808,0,0,1,0
416866,1,0,1,0
417133,0,0,0,0
417549,0,0,0,0
417684,0,0,0,0
417696,0,0,0,0
417818,0,2,0,0
417920,0,0,0,0
418096,0,0,0,0
418106,0,0,0,0
418187,0,0,0,0
418190,0,0,1,0
418486,0,0,0,0
418504,0,0,2,0
418571,1,0,0,0
418583,0,0,0,0
418596,0,0,0,0
418666,0,0,0,0
418751,0,0,0,0
418845,0,0,0,0
419034,0,0,0,0
419060,0,0,0,0
419370,0,0,0,0
419553,0,0,0,0
419592,0,0,0,0
419690,0,0,0,0
419701,0,0,0,0
420090,0,0,0,0
420094,0,0,2,0
420100,0,0,0,0
420217,1,0,6,0
420281,0,0,0,0
420379,0,0,0,0
420653,0,0,0,0
420700,0,0,1,2
420716,0,0,0,0
420876,0,0,1,0
420927,0,0,4,0
420957,0,0,0,0
422126,0,0,0,0
422127,2,1,6,0
422150,0,0,2,0
422622,0,0,0,0
422750,0,0,0,0
422802,0,0,0,0
422806,0,0,0,0
422865,0,0,0,0
423131,0,0,0,0
423285,1,0,9,0
423291,1,0,3,0
423351,0,0,0,0
423458,0,0,0,0
423595,0,0,0,0
423656,0,0,0,0
423668,0,0,0,0
423839,0,0,1,0
424222,0,0,0,0
424621,0,0,0,0
424741,0,0,0,0
424770,0,0,0,0
424837,0,0,10,0
424891,0,0,0,0
425092,0,0,0,0
425245,0,0,0,0
425355,0,0,0,0
425485,0,1,0,0
425488,0,0,0,0
425554,0,0,0,0
425578,0,0,0,0
425587,0,0,0,0
425653,0,0,0,0
425671,0,0,0,0
425705,0,0,0,0
425753,0,0,0,0
425782,0,1,3,0
425991,0,0,0,0
426250,0,0,0,0
426319,0,0,2,0
426357,0,1,0,0
426566,0,0,0,0
426632,0,1,1,0
426750,0,0,0,0
426805,0,0,0,0
426832,0,0,0,0
426906,0,0,0,0
427004,0,0,0,0
427065,0,0,0,0
427237,0,0,0,0
427238,7,0,5,0
427247,0,0,0,0
427296,0,0,0,0
427359,0,0,0,0
427365,0,0,0,0
427462,0,0,0,0
427467,0,0,0,0
427558,0,0,3,0
427583,0,0,0,0
427601,0,0,0,0
427658,0,0,0,0
427782,0,0,0,0
427862,0,0,0,0
427868,0,0,0,0
428106,0,0,0,0
428110,0,0,0,0
428198,0,0,2,0
428237,4,0,0,0
428470,0,0,0,0
428471,0,0,0,0
428523,0,1,0,0
428678,0,0,0,0
428687,0,0,3,0
428717,0,1,0,0
428790,0,0,0,0
428837,0,0,2,0
428842,0,0,0,0
428906,0,0,0,0
429031,0,0,0,0
429053,0,0,0,0
429144,3,0,6,0
429306,0,0,0,0
429382,0,0,0,0
429864,0,0,0,0
430007,0,0,0,0
430207,0,0,0,0
430246,0,0,0,0
430349,0,0,0,0
430429,0,0,0,0
430662,0,0,0,0
430978,0,0,0,0
431039,0,0,0,0
431042,0,0,0,0
431150,0,0,4,0
431170,0,0,0,0
431221,0,0,0,0
431230,1,0,0,0
431311,0,0,0,0
431432,0,0,0,0
431451,0,0,0,0
431507,0,0,0,0
431526,0,0,0,0
431530,1,0,0,0
431535,0,0,0,0
431586,0,0,0,0
431678,0,0,2,0
431807,0,0,0,0
431835,0,0,0,0
431955,1,0,0,0
431977,0,0,0,0
432051,0,3,0,0
432095,0,0,0,0
432097,0,0,0,0
432189,0,0,2,0
432241,0,0,0,0
432417,0,0,0,0
432739,0,0,0,0
433022,1,2,12,0
433129,0,0,1,0
433221,0,0,0,0
433286,0,0,0,0
433299,0,0,0,0
433400,0,0,0,0
433458,0,0,4,0
433615,2,1,5,3
433736,0,0,0,0
433873,0,0,0,0
434033,0,0,0,0
434039,0,2,5,0
434160,0,0,0,0
434429,0,0,0,0
434773,0,0,0,0
434803,0,0,0,0
434905,0,0,0,0
434959,0,0,0,0
434995,0,0,0,0
435019,0,0,0,0
435079,0,0,2,0
435160,0,0,1,0
435263,0,0,0,0
435501,0,0,0,1
435525,0,0,0,0
435761,0,0,0,0
435849,0,0,0,0
436494,0,0,0,0
436546,0,0,0,0
436649,0,0,0,0
436824,0,0,0,0
437125,0,0,0,0
437219,0,2,2,0
437221,0,0,0,0
437596,0,0,0,0
437629,0,0,0,0
437683,0,0,0,0
437705,0,0,0,0
437787,0,0,0,0
437825,0,0,0,0
437841,0,0,0,0
438124,0,0,2,0
438147,0,0,2,0
438200,0,0,0,0
438240,1,0,15,0
438308,0,0,0,0
438521,0,0,0,0
438692,0,0,0,0
438875,0,0,0,0
438912,0,0,0,0
438962,0,0,0,0
439359,0,0,0,0
439508,0,0,0,0
439519,0,0,0,0
439613,0,0,0,0
440007,0,0,0,0
440050,0,0,0,0
440085,0,0,0,0
440441,0,0,0,0
440523,0,3,0,0
440597,0,0,0,0
441644,0,0,0,0
441665,0,0,0,0
441669,0,0,0,0
441762,0,0,3,0
441823,0,0,0,0
441835,0,0,0,0
442058,0,0,0,0
442219,0,0,2,0
442252,0,1,3,0
442326,0,0,0,0
442334,1,0,1,0
442365,0,0,1,0
442367,0,0,0,0
442370,0,0,0,0
442399,0,0,0,0
442400,0,0,0,0
442550,0,0,0,0
442699,0,0,0,0
442774,0,0,0,0
442806,0,0,0,0
442833,2,0,1,0
442869,0,0,0,0
442884,1,2,5,0
442909,0,1,2,0
442954,0,0,0,0
443230,2,0,1,0
443244,0,8,3,0
443303,0,0,3,0
443346,0,0,0,0
443348,0,0,0,0
443412,0,0,0,0
443415,0,0,0,0
443422,0,0,0,0
443427,0,0,0,0
443428,0,0,0,0
443488,0,0,0,0
443550,0,0,0,0
443575,0,0,0,0
443657,0,0,3,0
443818,0,0,0,0
443911,0,0,0,0
443990,0,0,0,0
444078,0,0,0,0
444170,0,0,0,0
444274,0,0,0,0
444313,0,0,1,0
444408,0,0,0,0
444454,0,0,0,0
444503,0,0,0,0
444508,0,0,0,0
444510,0,0,4,0
444625,0,2,0,0
444693,0,0,0,0
444753,0,0,3,0
444795,0,0,4,0
444815,0,0,0,0
444828,0,0,0,0
444833,0,1,0,0
444940,0,0,0,0
444954,0,0,0,0
445148,0,0,0,0
445189,0,0,0,0
445190,0,0,0,0
445290,0,0,0,0
445390,0,0,0,0
445583,0,0,0,0
445629,0,0,0,0
445651,0,0,0,0
445728,0,0,0,0
445779,0,0,0,0
445801,1,0,3,0
445831,0,0,0,0
445856,0,0,0,0
445906,0,0,0,0
445939,0,0,4,0
445951,0,0,2,0
445993,0,0,3,0
446087,0,0,0,0
446165,0,0,0,0
446178,0,0,0,0
446242,0,0,0,0
446270,0,0,0,0
446306,0,0,5,0
446368,0,0,0,0
446583,0,1,1,0
446799,0,0,0,0
446855,1,0,1,0
446901,0,0,0,0
446914,0,0,0,0
446933,1,2,3,0
446989,0,0,1,0
447011,0,0,0,0
447061,0,0,0,0
448093,0,0,0,0
448162,0,0,0,0
448192,0,0,0,0
448193,0,0,0,0
448295,0,0,0,0
448310,1,0,1,0
448357,0,0,0,0
448358,0,0,0,0
448389,0,0,0,0
448512,0,0,0,0
448515,0,0,0,0
448551,0,0,0,0
448624,0,0,0,0
448813,0,0,6,0
448944,0,0,0,0
448965,0,0,0,0
449070,0,0,0,0
449086,0,0,0,0
449139,0,0,0,0
449169,0,0,0,0
449190,2,0,2,0
449199,0,0,12,0
449209,0,0,0,0
449236,0,0,0,0
449251,0,0,0,0
449310,0,0,0,0
449389,0,0,0,0
449437,0,0,0,0
449461,0,0,0,0
449644,0,0,0,0
449665,0,0,2,0
450056,0,0,0,0
450177,0,0,0,0
450331,0,0,0,0
450453,0,0,0,0
450458,0,0,0,0
450468,0,0,0,0
450503,0,0,0,0
450558,0,0,0,0
450649,0,0,0,0
450851,0,0,0,0
450863,0,0,0,0
450979,0,0,0,0
451045,0,0,0,0
451080,0,0,0,0
451111,0,0,0,0
451292,0,0,0,0
451294,0,0,2,0
451322,0,0,0,0
451334,0,0,0,0
451373,0,0,0,0
451465,0,0,0,0
451741,0,0,0,0
451905,0,0,0,0
451929,0,0,0,0
452000,0,0,0,0
452088,0,0,0,0
452142,0,0,0,0
452202,0,0,0,0
452216,0,0,0,0
452269,0,2,2,0
452445,0,0,0,0
452463,0,0,0,0
452472,0,0,0,0
452640,0,0,0,0
452657,0,0,0,0
452816,0,0,0,0
452855,0,0,0,0
453165,0,0,0,0
453171,0,0,0,0
453174,0,0,0,0
453268,0,0,0,0
453318,0,0,4,0
453984,0,0,0,0
454827,1,0,15,1
454878,0,0,0,0
455019,0,0,0,0
455237,0,0,2,0
455476,0,0,0,0
455483,0,0,0,0
455498,0,0,0,0
455767,0,0,0,0
455975,0,0,0,0
456002,0,0,0,0
456460,0,0,0,0
456479,0,0,0,0
456620,0,0,0,0
456734,0,0,0,0
456760,0,0,0,0
456876,0,2,9,0
457016,0,0,0,0
457206,0,0,2,0
457281,0,0,0,0
457285,0,0,0,0
457453,0,0,0,0
457544,0,0,0,0
457672,0,0,0,0
457681,0,0,0,0
457787,0,0,0,0
457788,0,0,0,0
457791,0,0,0,0
457801,0,0,0,0
457815,0,0,0,0
457847,0,0,0,0
457850,0,0,0,0
457859,0,0,0,0
457900,0,0,0,0
457905,0,0,0,0
457956,0,0,0,0
458006,0,0,0,0
458023,0,0,0,0
458056,0,0,0,0
458114,0,0,0,0
458180,0,0,1,0
458353,0,0,0,0
458403,0,0,0,0
458636,0,0,0,0
458829,0,0,0,0
458854,0,0,0,0
458868,1,1,12,0
458876,0,0,0,0
458877,0,0,0,0
459140,1,0,4,0
459199,0,0,0,0
459210,0,0,0,0
459215,0,2,0,0
459274,0,0,0,0
459358,0,0,0,0
459405,2,0,2,0
459991,0,0,0,0
460076,0,0,0,0
460340,1,0,2,0
460360,0,0,0,0
460400,0,0,0,0
460409,0,0,0,0
460636,0,0,0,0
460726,0,2,1,0
460759,0,1,2,0
460804,0,0,0,0
460982,0,0,0,0
461018,0,0,0,0
461088,0,0,0,0
461159,0,0,0,0
461200,0,0,0,0
461255,0,0,0,0
461431,0,2,0,0
461436,0,0,0,0
461440,0,0,0,0
461456,0,0,0,0
461465,0,0,0,0
461506,0,0,0,0
461605,0,0,0,0
461610,0,0,0,0
461719,1,0,0,0
461747,0,0,0,0
461862,0,0,0,0
461863,0,0,0,0
461913,0,0,0,0
461915,1,0,0,0
462024,0,0,0,0
462178,0,0,0,0
462215,0,0,0,0
462239,1,0,0,0
462287,0,0,0,0
462373,0,0,0,0
462447,3,5,13,0
462491,1,0,0,0
462504,0,0,0,0
462508,0,0,0,0
462523,0,0,2,0
462625,0,0,0,0
462691,0,0,0,0
462747,0,0,3,0
462752,2,0,1,0
463285,0,0,1,0
463292,0,0,2,0
463402,0,0,0,0
463454,0,0,0,0
463469,0,0,0,0
463477,0,0,0,0
463493,0,0,0,0
463526,0,0,0,0
463527,0,2,6,0
463547,0,0,0,0
463548,0,0,0,0
463634,7,1,5,0
463636,1,0,0,0
463783,0,6,6,0
463812,0,0,0,0
464186,0,0,0,0
464190,0,0,1,0
464232,0,0,0,0
464377,0,0,0,0
464419,0,0,0,0
464453,0,0,0,0
464517,0,0,0,0
464523,0,0,0,0
464653,0,0,0,0
464750,0,0,0,0
464871,0,0,0,0
464931,0,0,0,0
464932,0,0,0,0
464942,1,0,2,0
465049,0,0,0,0
465341,0,0,0,0
465488,0,0,0,0
465642,0,0,5,0
465893,0,0,0,0
466101,0,0,0,0
466169,0,0,0,0
466200,0,1,0,0
466245,0,0,0,0
466412,0,0,1,0
466576,3,0,3,0
466677,1,0,0,0
466697,0,0,0,0
466758,0,0,1,0
466794,0,0,0,0
466801,0,0,0,0
466997,0,0,0,0
467057,0,0,0,0
467209,0,0,0,0
467242,0,0,0,0
467696,0,0,0,0
467760,0,0,0,0
467860,0,0,0,0
467887,0,0,0,0
467901,0,0,0,0
467919,0,0,0,0
468028,0,1,0,0
468079,0,0,0,0
468085,0,0,0,0
468274,0,0,0,0
468299,0,0,0,0
468300,0,0,0,0
468509,0,0,0,0
468525,0,0,0,0
468543,0,0,9,0
468645,0,0,0,0
468811,0,0,0,0
468843,0,0,0,0
469089,0,0,1,0
469197,0,0,1,0
469224,0,0,0,0
469440,0,0,0,0
470073,1,0,1,0
470087,0,0,0,0
470623,1,0,6,0
470662,0,0,0,0
470711,0,0,0,0
470745,0,0,0,0
470923,0,0,0,0
471023,0,0,0,0
471278,0,0,0,0
471469,0,0,0,0
471630,0,0,0,0
471764,0,0,0,0
472130,0,0,0,0
472235,0,0,0,0
472324,0,0,0,0
472355,0,0,0,0
472382,0,0,0,0
472458,0,0,0,0
473010,0,0,0,0
473068,0,0,0,0
473080,0,0,1,0
473449,0,0,0,0
473547,0,1,1,0
473599,0,0,0,0
473652,0,0,0,0
473666,0,0,0,0
474053,0,0,0,0
474287,0,0,0,0
474401,0,0,0,0
474622,0,0,0,0
474710,0,0,0,0
474731,0,0,0,0
474739,0,0,0,0
474790,0,0,1,0
474884,0,0,1,0
474886,0,0,0,0
474987,0,1,0,0
475067,0,0,0,0
475119,0,0,0,0
475268,0,0,0,0
475272,0,0,0,0
475522,0,0,0,0
475542,0,0,1,0
475603,1,2,21,0
475972,0,0,0,0
476019,0,0,0,0
476079,0,0,0,0
476087,0,0,3,0
476114,0,0,0,0
476128,0,0,0,0
476229,0,0,1,0
476289,0,0,2,0
476453,0,0,0,0
476483,0,0,0,0
476518,0,0,0,0
476588,0,0,0,0
476624,0,0,0,0
476682,0,0,0,0
476796,0,0,0,0
476812,0,0,0,0
476842,0,0,0,0
476897,2,0,7,0
476993,0,0,0,0
477060,0,0,0,0
477090,0,0,0,0
477111,0,0,0,0
477275,0,1,0,0
477400,0,0,0,0
477426,0,2,0,0
477458,0,0,0,0
477616,0,0,0,0
477889,0,0,0,0
478135,0,0,0,0
478136,0,0,0,0
478160,0,0,6,0
478295,0,0,0,0
478374,0,0,0,0
478384,0,0,0,0
478434,0,0,0,0
478491,0,0,0,0
478597,0,0,0,0
479046,0,0,0,0
479201,0,0,0,0
479285,0,0,1,0
479386,0,2,2,0
479392,2,0,2,0
479438,0,0,0,0
479532,0,0,0,0
479537,0,0,0,0
479551,0,0,0,0
479655,0,0,0,0
479820,0,0,0,0
479846,0,0,0,0
479934,0,0,0,0
479943,0,0,0,0
479999,0,0,0,0
480222,0,0,0,0
480248,0,1,0,0
480463,1,1,0,0
480957,0,0,0,0
481011,0,0,0,0
481040,0,0,0,0
481099,0,0,3,0
481127,0,0,0,0
481154,0,0,0,0
481217,0,0,0,0
481240,0,1,0,0
481249,0,0,0,0
481446,0,0,0,0
481450,0,0,0,0
481460,0,5,0,0
481493,0,0,0,0
481497,0,0,0,0
482036,0,0,0,0
482047,0,0,0,0
482073,0,0,0,0
482117,0,0,0,0
482165,0,0,0,0
482285,0,0,0,0
482321,0,0,0,0
482357,0,0,0,0
482704,0,1,1,0
482874,0,0,0,0
482964,0,0,6,0
483181,0,0,0,0
483309,0,0,0,0
483335,0,0,0,0
483354,0,0,0,0
483487,0,0,0,0
483713,0,0,0,0
483897,0,0,0,0
484044,0,0,0,0
